id,stat_code,item_code,item_name,unit,cycle_type,created_at
337,111Y004,,"Lf(금융기관유동성) : 상품별(평잔,원계열)",,A,2025-08-25 01:12:59
338,111Y004,,"Lf(금융기관유동성) : 상품별(평잔,원계열)",,M,2025-08-25 01:12:59
339,111Y004,,"Lf(금융기관유동성) : 상품별(평잔,원계열)",,Q,2025-08-25 01:12:59
340,111Y004,,예금취급기관,,A,2025-08-25 01:12:59
341,111Y004,,예금취급기관,,M,2025-08-25 01:12:59
342,111Y004,,예금취급기관,,Q,2025-08-25 01:12:59
343,111Y004,,현금통화,,A,2025-08-25 01:12:59
344,111Y004,,현금통화,,M,2025-08-25 01:12:59
345,111Y004,,현금통화,,Q,2025-08-25 01:12:59
346,111Y004,,요구불예금,,A,2025-08-25 01:12:59
347,111Y004,,요구불예금,,M,2025-08-25 01:12:59
348,111Y004,,요구불예금,,Q,2025-08-25 01:12:59
349,111Y004,,수시입출식저축성,,A,2025-08-25 01:12:59
350,111Y004,,수시입출식저축성,,M,2025-08-25 01:12:59
351,111Y004,,수시입출식저축성,,Q,2025-08-25 01:12:59
352,111Y004,,정기예적금,,A,2025-08-25 01:12:59
353,111Y004,,정기예적금,,M,2025-08-25 01:12:59
354,111Y004,,정기예적금,,Q,2025-08-25 01:12:59
355,111Y004,,양도성예금증서,,A,2025-08-25 01:12:59
356,111Y004,,양도성예금증서,,M,2025-08-25 01:12:59
357,111Y004,,양도성예금증서,,Q,2025-08-25 01:12:59
358,111Y004,,수익증권,,A,2025-08-25 01:12:59
359,111Y004,,수익증권,,M,2025-08-25 01:12:59
360,111Y004,,수익증권,,Q,2025-08-25 01:12:59
361,111Y004,,환매조건부채권,,A,2025-08-25 01:12:59
362,111Y004,,환매조건부채권,,M,2025-08-25 01:12:59
363,111Y004,,환매조건부채권,,Q,2025-08-25 01:12:59
364,111Y004,,금융채 1),,A,2025-08-25 01:12:59
365,111Y004,,금융채 1),,M,2025-08-25 01:12:59
366,111Y004,,금융채 1),,Q,2025-08-25 01:12:59
367,111Y004,,금전신탁 등 2),,A,2025-08-25 01:12:59
368,111Y004,,금전신탁 등 2),,M,2025-08-25 01:12:59
369,111Y004,,금전신탁 등 2),,Q,2025-08-25 01:12:59
370,111Y004,,보험계약준비금,,A,2025-08-25 01:12:59
371,111Y004,,보험계약준비금,,M,2025-08-25 01:12:59
372,111Y004,,보험계약준비금,,Q,2025-08-25 01:12:59
373,111Y004,,기타 3),,A,2025-08-25 01:12:59
374,111Y004,,기타 3),,M,2025-08-25 01:12:59
375,111Y004,,기타 3),,Q,2025-08-25 01:12:59
376,111Y001,,"Lf(금융기관유동성) : 상품별(말잔, 계절조정계열)",,A,2025-08-25 01:12:59
377,111Y001,,"Lf(금융기관유동성) : 상품별(말잔, 계절조정계열)",,M,2025-08-25 01:12:59
378,111Y001,,M2,,A,2025-08-25 01:12:59
379,111Y001,,M2,,M,2025-08-25 01:12:59
380,111Y001,,2년이상 장기금융상품 등 1),,A,2025-08-25 01:12:59
381,111Y001,,2년이상 장기금융상품 등 1),,M,2025-08-25 01:12:59
382,111Y001,,생명보험계약 준비금 등 2),,A,2025-08-25 01:12:59
383,111Y001,,생명보험계약 준비금 등 2),,M,2025-08-25 01:12:59
384,111Y002,,"Lf(금융기관유동성) : 상품별(말잔,원계열)",,A,2025-08-25 01:13:00
385,111Y002,,"Lf(금융기관유동성) : 상품별(말잔,원계열)",,M,2025-08-25 01:13:00
386,111Y002,,"Lf(금융기관유동성) : 상품별(말잔,원계열)",,Q,2025-08-25 01:13:00
387,111Y002,,예금취급기관,,A,2025-08-25 01:13:00
388,111Y002,,예금취급기관,,M,2025-08-25 01:13:00
389,111Y002,,예금취급기관,,Q,2025-08-25 01:13:00
390,111Y002,,현금통화,,A,2025-08-25 01:13:00
391,111Y002,,현금통화,,M,2025-08-25 01:13:00
392,111Y002,,현금통화,,Q,2025-08-25 01:13:00
393,111Y002,,요구불예금,,A,2025-08-25 01:13:00
394,111Y002,,요구불예금,,M,2025-08-25 01:13:00
395,111Y002,,요구불예금,,Q,2025-08-25 01:13:00
396,111Y002,,수시입출식저축성,,A,2025-08-25 01:13:00
397,111Y002,,수시입출식저축성,,M,2025-08-25 01:13:00
398,111Y002,,수시입출식저축성,,Q,2025-08-25 01:13:00
399,111Y002,,정기예적금,,A,2025-08-25 01:13:00
400,111Y002,,정기예적금,,M,2025-08-25 01:13:00
401,111Y002,,정기예적금,,Q,2025-08-25 01:13:00
402,111Y002,,양도성예금증서,,A,2025-08-25 01:13:00
403,111Y002,,양도성예금증서,,M,2025-08-25 01:13:00
404,111Y002,,양도성예금증서,,Q,2025-08-25 01:13:00
405,111Y002,,수익증권,,A,2025-08-25 01:13:00
406,111Y002,,수익증권,,M,2025-08-25 01:13:00
407,111Y002,,수익증권,,Q,2025-08-25 01:13:00
408,111Y002,,환매조건부채권,,A,2025-08-25 01:13:00
409,111Y002,,환매조건부채권,,M,2025-08-25 01:13:00
410,111Y002,,환매조건부채권,,Q,2025-08-25 01:13:00
411,111Y002,,금융채 1),,A,2025-08-25 01:13:00
412,111Y002,,금융채 1),,M,2025-08-25 01:13:00
413,111Y002,,금융채 1),,Q,2025-08-25 01:13:00
414,111Y002,,금전신탁 등 2),,A,2025-08-25 01:13:00
415,111Y002,,금전신탁 등 2),,M,2025-08-25 01:13:00
416,111Y002,,금전신탁 등 2),,Q,2025-08-25 01:13:00
417,111Y002,,보험계약준비금,,A,2025-08-25 01:13:00
418,111Y002,,보험계약준비금,,M,2025-08-25 01:13:00
419,111Y002,,보험계약준비금,,Q,2025-08-25 01:13:00
420,111Y002,,기타 3),,A,2025-08-25 01:13:00
421,111Y002,,기타 3),,M,2025-08-25 01:13:00
422,111Y002,,기타 3),,Q,2025-08-25 01:13:00
423,111Y006,,Lf(금융기관 유동성) : 기관별(평잔),,A,2025-08-25 01:13:01
424,111Y006,,Lf(금융기관 유동성) : 기관별(평잔),,M,2025-08-25 01:13:01
425,111Y006,,Lf(금융기관 유동성) : 기관별(평잔),,Q,2025-08-25 01:13:01
426,111Y006,,중앙은행,,A,2025-08-25 01:13:01
427,111Y006,,중앙은행,,M,2025-08-25 01:13:01
428,111Y006,,중앙은행,,Q,2025-08-25 01:13:01
429,111Y006,,예금은행,,A,2025-08-25 01:13:01
430,111Y006,,예금은행,,M,2025-08-25 01:13:01
431,111Y006,,예금은행,,Q,2025-08-25 01:13:01
432,111Y006,,종합금융회사 1),,A,2025-08-25 01:13:01
433,111Y006,,종합금융회사 1),,M,2025-08-25 01:13:01
434,111Y006,,종합금융회사 1),,Q,2025-08-25 01:13:01
435,111Y006,,자산운용회사,,A,2025-08-25 01:13:01
436,111Y006,,자산운용회사,,M,2025-08-25 01:13:01
437,111Y006,,자산운용회사,,Q,2025-08-25 01:13:01
438,111Y006,,신탁회사,,A,2025-08-25 01:13:01
439,111Y006,,신탁회사,,M,2025-08-25 01:13:01
440,111Y006,,신탁회사,,Q,2025-08-25 01:13:01
441,111Y006,,상호저축은행,,A,2025-08-25 01:13:01
442,111Y006,,상호저축은행,,M,2025-08-25 01:13:01
443,111Y006,,상호저축은행,,Q,2025-08-25 01:13:01
444,111Y006,,신용협동조합,,A,2025-08-25 01:13:01
445,111Y006,,신용협동조합,,M,2025-08-25 01:13:01
446,111Y006,,신용협동조합,,Q,2025-08-25 01:13:01
447,111Y006,,상호금융,,A,2025-08-25 01:13:01
448,111Y006,,상호금융,,M,2025-08-25 01:13:01
449,111Y006,,상호금융,,Q,2025-08-25 01:13:01
450,111Y006,,새마을금고,,A,2025-08-25 01:13:01
451,111Y006,,새마을금고,,M,2025-08-25 01:13:01
452,111Y006,,새마을금고,,Q,2025-08-25 01:13:01
453,111Y006,,우체국 예금,,A,2025-08-25 01:13:01
454,111Y006,,우체국 예금,,M,2025-08-25 01:13:01
455,111Y006,,우체국 예금,,Q,2025-08-25 01:13:01
456,111Y006,,생명보험회사 2),,A,2025-08-25 01:13:01
457,111Y006,,생명보험회사 2),,M,2025-08-25 01:13:01
458,111Y006,,생명보험회사 2),,Q,2025-08-25 01:13:01
459,111Y006,,기타 3),,A,2025-08-25 01:13:01
460,111Y006,,기타 3),,M,2025-08-25 01:13:01
461,111Y006,,기타 3),,Q,2025-08-25 01:13:01
462,111Y005,,Lf(금융기관유동성) : 기관별(말잔),,A,2025-08-25 01:13:02
463,111Y005,,Lf(금융기관유동성) : 기관별(말잔),,M,2025-08-25 01:13:02
464,111Y005,,Lf(금융기관유동성) : 기관별(말잔),,Q,2025-08-25 01:13:02
465,111Y005,,중앙은행,,A,2025-08-25 01:13:02
466,111Y005,,중앙은행,,M,2025-08-25 01:13:02
467,111Y005,,중앙은행,,Q,2025-08-25 01:13:02
468,111Y005,,예금은행,,A,2025-08-25 01:13:02
469,111Y005,,예금은행,,M,2025-08-25 01:13:02
470,111Y005,,예금은행,,Q,2025-08-25 01:13:02
471,111Y005,,종합금융회사 1),,A,2025-08-25 01:13:02
472,111Y005,,종합금융회사 1),,M,2025-08-25 01:13:02
473,111Y005,,종합금융회사 1),,Q,2025-08-25 01:13:02
474,111Y005,,자산운용회사,,A,2025-08-25 01:13:02
475,111Y005,,자산운용회사,,M,2025-08-25 01:13:02
476,111Y005,,자산운용회사,,Q,2025-08-25 01:13:02
477,111Y005,,신탁회사,,A,2025-08-25 01:13:02
478,111Y005,,신탁회사,,M,2025-08-25 01:13:02
479,111Y005,,신탁회사,,Q,2025-08-25 01:13:02
480,111Y005,,상호저축은행,,A,2025-08-25 01:13:02
481,111Y005,,상호저축은행,,M,2025-08-25 01:13:02
482,111Y005,,상호저축은행,,Q,2025-08-25 01:13:02
483,111Y005,,신용협동조합,,A,2025-08-25 01:13:02
484,111Y005,,신용협동조합,,M,2025-08-25 01:13:02
485,111Y005,,신용협동조합,,Q,2025-08-25 01:13:02
486,111Y005,,상호금융,,A,2025-08-25 01:13:02
487,111Y005,,상호금융,,M,2025-08-25 01:13:02
488,111Y005,,상호금융,,Q,2025-08-25 01:13:02
489,111Y005,,새마을금고,,A,2025-08-25 01:13:02
490,111Y005,,새마을금고,,M,2025-08-25 01:13:02
491,111Y005,,새마을금고,,Q,2025-08-25 01:13:02
492,111Y005,,우체국예금,,A,2025-08-25 01:13:02
493,111Y005,,우체국예금,,M,2025-08-25 01:13:02
494,111Y005,,우체국예금,,Q,2025-08-25 01:13:02
495,111Y005,,생명보험회사 2),,A,2025-08-25 01:13:02
496,111Y005,,생명보험회사 2),,M,2025-08-25 01:13:02
497,111Y005,,생명보험회사 2),,Q,2025-08-25 01:13:02
498,111Y005,,기타 3),,A,2025-08-25 01:13:02
499,111Y005,,기타 3),,M,2025-08-25 01:13:02
500,111Y005,,기타 3),,Q,2025-08-25 01:13:02
501,112Y001,,L(광의 유동성),,A,2025-08-25 01:13:03
502,112Y001,,L(광의 유동성),,M,2025-08-25 01:13:03
503,112Y001,,Lf(금융기관 유동성),,A,2025-08-25 01:13:03
504,112Y001,,Lf(금융기관 유동성),,M,2025-08-25 01:13:03
505,112Y001,,기타금융기관상품 1),,A,2025-08-25 01:13:03
506,112Y001,,기타금융기관상품 1),,M,2025-08-25 01:13:03
507,112Y001,,"국채, 지방채",,A,2025-08-25 01:13:03
508,112Y001,,"국채, 지방채",,M,2025-08-25 01:13:03
509,112Y001,,"회사채, 기업어음 2)",,A,2025-08-25 01:13:03
510,112Y001,,"회사채, 기업어음 2)",,M,2025-08-25 01:13:03
511,112Y002,,L (광의 유동성),,A,2025-08-25 01:13:04
512,112Y002,,L (광의 유동성),,M,2025-08-25 01:13:04
513,112Y002,,L (광의 유동성),,Q,2025-08-25 01:13:04
514,112Y002,,Lf(금융기관 유동성),,A,2025-08-25 01:13:04
515,112Y002,,Lf(금융기관 유동성),,M,2025-08-25 01:13:04
516,112Y002,,Lf(금융기관 유동성),,Q,2025-08-25 01:13:04
517,112Y002,,손해보험사 보험계약준비금,,A,2025-08-25 01:13:04
518,112Y002,,손해보험사 보험계약준비금,,M,2025-08-25 01:13:04
519,112Y002,,손해보험사 보험계약준비금,,Q,2025-08-25 01:13:04
520,112Y002,,예금보험공사채 및 자산관리공사채,,A,2025-08-25 01:13:04
521,112Y002,,예금보험공사채 및 자산관리공사채,,M,2025-08-25 01:13:04
522,112Y002,,예금보험공사채 및 자산관리공사채,,Q,2025-08-25 01:13:04
523,112Y002,,여신전문기관 발행채권 1),,A,2025-08-25 01:13:04
524,112Y002,,여신전문기관 발행채권 1),,M,2025-08-25 01:13:04
525,112Y002,,여신전문기관 발행채권 1),,Q,2025-08-25 01:13:04
526,112Y002,,자산유동화채권 2),,A,2025-08-25 01:13:04
527,112Y002,,자산유동화채권 2),,M,2025-08-25 01:13:04
528,112Y002,,자산유동화채권 2),,Q,2025-08-25 01:13:04
529,112Y002,,국채 및 지방채,,A,2025-08-25 01:13:04
530,112Y002,,국채 및 지방채,,M,2025-08-25 01:13:04
531,112Y002,,국채 및 지방채,,Q,2025-08-25 01:13:04
532,112Y002,,기업어음 3),,A,2025-08-25 01:13:04
533,112Y002,,기업어음 3),,M,2025-08-25 01:13:04
534,112Y002,,기업어음 3),,Q,2025-08-25 01:13:04
535,112Y002,,회사채,,A,2025-08-25 01:13:04
536,112Y002,,회사채,,M,2025-08-25 01:13:04
537,112Y002,,회사채,,Q,2025-08-25 01:13:04
538,112Y002,,기타 4),,A,2025-08-25 01:13:04
539,112Y002,,기타 4),,M,2025-08-25 01:13:04
540,112Y002,,기타 4),,Q,2025-08-25 01:13:04
541,101Y009,,국내신용부문,,A,2025-08-25 01:13:05
542,101Y009,,국내신용부문,,M,2025-08-25 01:13:05
543,101Y009,,국내신용부문,,Q,2025-08-25 01:13:05
544,101Y009,,중앙정부부문 ( 순 ),,A,2025-08-25 01:13:05
545,101Y009,,중앙정부부문 ( 순 ),,M,2025-08-25 01:13:05
546,101Y009,,중앙정부부문 ( 순 ),,Q,2025-08-25 01:13:05
547,101Y009,,중앙정부신용증가 (+),,A,2025-08-25 01:13:05
548,101Y009,,중앙정부신용증가 (+),,M,2025-08-25 01:13:05
549,101Y009,,중앙정부신용증가 (+),,Q,2025-08-25 01:13:05
550,101Y009,,유가증권,,A,2025-08-25 01:13:05
551,101Y009,,유가증권,,M,2025-08-25 01:13:05
552,101Y009,,유가증권,,Q,2025-08-25 01:13:05
553,101Y009,,예치금,,A,2025-08-25 01:13:05
554,101Y009,,예치금,,M,2025-08-25 01:13:05
555,101Y009,,예치금,,Q,2025-08-25 01:13:05
556,101Y009,,대출금,,A,2025-08-25 01:13:05
557,101Y009,,대출금,,M,2025-08-25 01:13:05
558,101Y009,,대출금,,Q,2025-08-25 01:13:05
559,101Y009,,기타,,A,2025-08-25 01:13:05
560,101Y009,,기타,,M,2025-08-25 01:13:05
561,101Y009,,기타,,Q,2025-08-25 01:13:05
562,101Y009,,중앙정부신용감소 (-),,A,2025-08-25 01:13:05
563,101Y009,,중앙정부신용감소 (-),,M,2025-08-25 01:13:05
564,101Y009,,중앙정부신용감소 (-),,Q,2025-08-25 01:13:05
565,101Y009,,예수금,,A,2025-08-25 01:13:05
566,101Y009,,예수금,,M,2025-08-25 01:13:05
567,101Y009,,예수금,,Q,2025-08-25 01:13:05
568,101Y009,,차입금,,A,2025-08-25 01:13:05
569,101Y009,,차입금,,M,2025-08-25 01:13:05
570,101Y009,,차입금,,Q,2025-08-25 01:13:05
571,101Y009,,기타,,A,2025-08-25 01:13:05
572,101Y009,,기타,,M,2025-08-25 01:13:05
573,101Y009,,기타,,Q,2025-08-25 01:13:05
574,101Y009,,지방정부부문,,A,2025-08-25 01:13:05
575,101Y009,,지방정부부문,,M,2025-08-25 01:13:05
576,101Y009,,지방정부부문,,Q,2025-08-25 01:13:05
577,101Y009,,유가증권,,A,2025-08-25 01:13:05
578,101Y009,,유가증권,,M,2025-08-25 01:13:05
579,101Y009,,유가증권,,Q,2025-08-25 01:13:05
580,101Y009,,대출금,,A,2025-08-25 01:13:05
581,101Y009,,대출금,,M,2025-08-25 01:13:05
582,101Y009,,대출금,,Q,2025-08-25 01:13:05
583,101Y009,,기타,,A,2025-08-25 01:13:05
584,101Y009,,기타,,M,2025-08-25 01:13:05
585,101Y009,,기타,,Q,2025-08-25 01:13:05
586,101Y009,,사회보장기구부문,,A,2025-08-25 01:13:05
587,101Y009,,사회보장기구부문,,M,2025-08-25 01:13:05
588,101Y009,,사회보장기구부문,,Q,2025-08-25 01:13:05
589,101Y009,,대출금,,A,2025-08-25 01:13:05
590,101Y009,,대출금,,M,2025-08-25 01:13:05
591,101Y009,,대출금,,Q,2025-08-25 01:13:05
592,101Y009,,기타,,A,2025-08-25 01:13:05
593,101Y009,,기타,,M,2025-08-25 01:13:05
594,101Y009,,기타,,Q,2025-08-25 01:13:05
595,101Y009,,기업부문,,A,2025-08-25 01:13:05
596,101Y009,,기업부문,,M,2025-08-25 01:13:05
597,101Y009,,기업부문,,Q,2025-08-25 01:13:05
598,101Y009,,대출금,,A,2025-08-25 01:13:05
599,101Y009,,대출금,,M,2025-08-25 01:13:05
600,101Y009,,대출금,,Q,2025-08-25 01:13:05
601,101Y009,,유가증권,,A,2025-08-25 01:13:05
602,101Y009,,유가증권,,M,2025-08-25 01:13:05
603,101Y009,,유가증권,,Q,2025-08-25 01:13:05
604,101Y009,,주식 및 기타지분,,A,2025-08-25 01:13:05
605,101Y009,,주식 및 기타지분,,M,2025-08-25 01:13:05
606,101Y009,,주식 및 기타지분,,Q,2025-08-25 01:13:05
607,101Y009,,파생상품자산,,A,2025-08-25 01:13:05
608,101Y009,,파생상품자산,,M,2025-08-25 01:13:05
609,101Y009,,파생상품자산,,Q,2025-08-25 01:13:05
610,101Y009,,기타,,A,2025-08-25 01:13:05
611,101Y009,,기타,,M,2025-08-25 01:13:05
612,101Y009,,기타,,Q,2025-08-25 01:13:05
613,101Y009,,가계부문,,A,2025-08-25 01:13:05
614,101Y009,,가계부문,,M,2025-08-25 01:13:05
615,101Y009,,가계부문,,Q,2025-08-25 01:13:05
616,101Y009,,대출금,,A,2025-08-25 01:13:05
617,101Y009,,대출금,,M,2025-08-25 01:13:05
618,101Y009,,대출금,,Q,2025-08-25 01:13:05
619,101Y009,,기타,,A,2025-08-25 01:13:05
620,101Y009,,기타,,M,2025-08-25 01:13:05
621,101Y009,,기타,,Q,2025-08-25 01:13:05
622,101Y009,,기타금융기관부문,,A,2025-08-25 01:13:05
623,101Y009,,기타금융기관부문,,M,2025-08-25 01:13:05
624,101Y009,,기타금융기관부문,,Q,2025-08-25 01:13:05
625,101Y009,,대출금,,A,2025-08-25 01:13:05
626,101Y009,,대출금,,M,2025-08-25 01:13:05
627,101Y009,,대출금,,Q,2025-08-25 01:13:05
628,101Y009,,유가증권,,A,2025-08-25 01:13:05
629,101Y009,,유가증권,,M,2025-08-25 01:13:05
630,101Y009,,유가증권,,Q,2025-08-25 01:13:05
631,101Y009,,예치금,,A,2025-08-25 01:13:05
632,101Y009,,예치금,,M,2025-08-25 01:13:05
633,101Y009,,예치금,,Q,2025-08-25 01:13:05
634,101Y009,,주식 및 기타지분,,A,2025-08-25 01:13:05
635,101Y009,,주식 및 기타지분,,M,2025-08-25 01:13:05
636,101Y009,,주식 및 기타지분,,Q,2025-08-25 01:13:05
637,101Y009,,보험준비금,,A,2025-08-25 01:13:05
638,101Y009,,보험준비금,,M,2025-08-25 01:13:05
639,101Y009,,보험준비금,,Q,2025-08-25 01:13:05
640,101Y009,,파생상품자산,,A,2025-08-25 01:13:05
641,101Y009,,파생상품자산,,M,2025-08-25 01:13:05
642,101Y009,,파생상품자산,,Q,2025-08-25 01:13:05
643,101Y009,,기타,,A,2025-08-25 01:13:05
644,101Y009,,기타,,M,2025-08-25 01:13:05
645,101Y009,,기타,,Q,2025-08-25 01:13:05
646,101Y009,,국외신용부문 ( 순 ),,A,2025-08-25 01:13:05
647,101Y009,,국외신용부문 ( 순 ),,M,2025-08-25 01:13:05
648,101Y009,,국외신용부문 ( 순 ),,Q,2025-08-25 01:13:05
649,101Y009,,국외부문신용증가 (+),,A,2025-08-25 01:13:05
650,101Y009,,국외부문신용증가 (+),,M,2025-08-25 01:13:05
651,101Y009,,국외부문신용증가 (+),,Q,2025-08-25 01:13:05
652,101Y009,,대출금,,A,2025-08-25 01:13:05
653,101Y009,,대출금,,M,2025-08-25 01:13:05
654,101Y009,,대출금,,Q,2025-08-25 01:13:05
655,101Y009,,유가증권,,A,2025-08-25 01:13:05
656,101Y009,,유가증권,,M,2025-08-25 01:13:05
657,101Y009,,유가증권,,Q,2025-08-25 01:13:05
658,101Y009,,예치금,,A,2025-08-25 01:13:05
659,101Y009,,예치금,,M,2025-08-25 01:13:05
660,101Y009,,예치금,,Q,2025-08-25 01:13:05
661,101Y009,,국외통화,,A,2025-08-25 01:13:05
662,101Y009,,국외통화,,M,2025-08-25 01:13:05
663,101Y009,,국외통화,,Q,2025-08-25 01:13:05
664,101Y009,,주식 및 기타지분,,A,2025-08-25 01:13:05
665,101Y009,,주식 및 기타지분,,M,2025-08-25 01:13:05
666,101Y009,,주식 및 기타지분,,Q,2025-08-25 01:13:05
667,101Y009,,파생상품자산,,A,2025-08-25 01:13:05
668,101Y009,,파생상품자산,,M,2025-08-25 01:13:05
669,101Y009,,파생상품자산,,Q,2025-08-25 01:13:05
670,101Y009,,기타,,A,2025-08-25 01:13:05
671,101Y009,,기타,,M,2025-08-25 01:13:05
672,101Y009,,기타,,Q,2025-08-25 01:13:05
673,101Y009,,국외부문신용감소 (-),,A,2025-08-25 01:13:05
674,101Y009,,국외부문신용감소 (-),,M,2025-08-25 01:13:05
675,101Y009,,국외부문신용감소 (-),,Q,2025-08-25 01:13:05
676,101Y009,,예수금,,A,2025-08-25 01:13:05
677,101Y009,,예수금,,M,2025-08-25 01:13:05
